,Company,TypeName,Inches,CpuS,Ram,Memorytype,Memory,Gpu,Weight,Cpu,Price
523,Lenovo,Notebook,14.0,2.7,8,SSD,256,Nvidia GeForce 940MX,1.87,i7,859.0
524,Dell,Ultrabook,13.3,1.8,8,SSD,256,Intel UHD Graphics 620,1.2,i7,1399.0
525,Dell,Notebook,14.0,2.0,4,SSD,128,Intel HD Graphics 520,1.6,i3,735.87
526,HP,Ultrabook,13.3,2.7,8,SSD,256,Intel HD Graphics 620,1.34,i7,1145.0
527,Acer,Gaming,15.6,2.5,8,HDD,1000,Nvidia GeForce GTX 1050,2.4,i5,798.0
528,Asus,Notebook,15.6,1.8,4,HDD,500,AMD Radeon R2,2,i7110,349.0
529,HP,Notebook,15.6,2.4,4,SSD,128,Intel HD Graphics 620,2.1,i3,705.5
530,Lenovo,Notebook,14.0,2.5,4,HDD,500,Intel HD Graphics 620,1.87,i5,785.0
531,Lenovo,Notebook,15.6,2.3,4,HDD,1000,Intel HD Graphics 520,2.15,i5,462.35
532,HP,Notebook,15.6,2.0,4,HDD,500,Intel HD Graphics 520,1.86,i3,397.0
533,Lenovo,Notebook,15.6,2.7,8,SSD,512,Intel HD Graphics 620,1.99,i7,1729.0
534,Lenovo,Notebook,15.6,2.0,4,SSD,128,Intel HD Graphics 520,2.2,i3,499.0
535,Dell,Notebook,15.6,2.5,8,SSD,256,Intel HD Graphics 620,1.9,i5,1116.99
536,HP,Notebook,17.3,2.0,8,HDD,1000,Intel HD Graphics 520,2.65,i3,544.15
537,HP,Notebook,17.3,2.7,8,HDD,1000,Nvidia GeForce 930MX,2.63,i7,1280.0
538,Asus,Notebook,15.6,1.1,4,HDD,500,Intel HD Graphics 500,2,Dual Core,224.0
539,Mediacom,Notebook,13.3,1.44,4,Flash Storage,32,Intel HD Graphics,1.35,x5-Z8350,255.0
540,Lenovo,Notebook,17.3,2.7,6,SSD,128,Nvidia GeForce 940MX,2.8,i7,949.0
541,HP,Notebook,15.6,2.5,6,SSD,128,AMD Radeon 530,1.91,A10-9620P,568.9
542,Dell,Notebook,15.6,2.0,4,HDD,1000,AMD Radeon R5 M420,2.18,i3,617.9
543,Acer,2 in 1 Convertible,11.6,2.0,4,Flash Storage,32,Intel HD Graphics 500,1.25,Dual Core,349.0
544,Lenovo,Notebook,15.6,2.7,4,SSD,128,Intel HD Graphics 620,2.05,i3,630.0
545,HP,Ultrabook,13.3,1.2,16,SSD,512,Intel HD Graphics 515,1.16,M,1965.0
546,Lenovo,Notebook,17.3,2.8,8,SSD,256,Nvidia Quadro M620M,3.4,i7,2821.2
547,Asus,Notebook,15.6,2.5,8,SSD,128,Nvidia GeForce GTX 1050,2.5,i5,839.0
548,Dell,Ultrabook,13.3,1.6,8,SSD,128,Intel UHD Graphics 620,1.21,i5,1599.0
549,Dell,Notebook,15.6,2.6,4,HDD,500,Intel HD Graphics 620,1.93,i5,959.0
550,Fujitsu,Notebook,15.6,2.5,8,HDD,1000,Intel HD Graphics 620,2.2,i5,739.0
551,Lenovo,Notebook,15.6,1.1,4,HDD,500,Intel HD Graphics 505,2.2,Quad Core,344.0
552,Lenovo,Notebook,14.0,2.5,4,HDD,500,Intel HD Graphics 620,2.02,i5,990.0
553,HP,Workstation,17.3,2.8,8,HDD,500,Nvidia Quadro M1200,3.14,i5,1860.99
554,HP,Notebook,14.0,1.6,8,HDD,2000,Intel HD Graphics 405,1.94,Quad Core,389.0
555,HP,Notebook,15.6,3.0,6,SSD,256,AMD Radeon 530,1.95,A9-9420,649.0
556,Lenovo,Notebook,15.6,2.5,8,SSD,256,Intel HD Graphics 620,2.3,i5,830.0
557,Lenovo,Notebook,15.6,1.6,4,HDD,500,Intel HD Graphics 620,2.05,i5,685.0
558,Mediacom,Notebook,14.0,1.44,4,SSD,32,Intel HD Graphics,1.4,x5-Z8350,249.0
559,Toshiba,Ultrabook,14.0,2.7,16,SSD,512,Intel HD Graphics 620,1.24,i7,1865.0
560,Lenovo,Gaming,17.3,2.7,32,SSD,256,Nvidia GeForce GTX 1070,4.6,i7,2663.0
561,MSI,Gaming,17.3,2.9,16,SSD,512,Nvidia GeForce GTX 1070,4.14,i7,2729.0
562,Dell,Notebook,15.6,2.7,8,SSD,256,AMD Radeon R5 M430,2.2,i7,749.01
563,Mediacom,Notebook,14.0,1.1,4,SSD,32,Intel HD Graphics 500,1.45,Quad Core,389.0
564,Dell,Notebook,15.6,2.6,8,HDD,500,Intel HD Graphics 620,1.9,i5,1008.52
565,HP,Notebook,13.3,2.4,4,SSD,128,Intel HD Graphics 620,1.49,i3,719.0
566,Dell,Notebook,15.6,2.8,16,SSD,256,Nvidia GeForce 930MX,1.93,i7,1537.39
567,Dell,Netbook,11.6,1.6,4,Flash Storage,16,Intel HD Graphics 400,1.26,Dual Core,295.0
568,MSI,Gaming,17.3,2.7,16,SSD,128,Nvidia GeForce GTX 980M,4.5,i7,2349.0
569,HP,Gaming,17.3,2.8,16,SSD,256,Nvidia GeForce GTX 1050,3.78,i7,1498.0
570,Lenovo,Ultrabook,14.0,2.6,12,SSD,256,Intel HD Graphics 520,1.4,i7,1673.0
571,Lenovo,Notebook,15.6,1.8,12,HDD,1000,Intel HD Graphics 620,2.2,i7,609.0
572,Asus,Gaming,17.3,2.5,8,SSD,128,Nvidia GeForce GTX 1060,2.73,i5,1770.0
573,Asus,2 in 1 Convertible,15.6,2.5,8,HDD,1000,Intel HD Graphics 520,2.2,i5,739.0
574,Lenovo,Notebook,15.6,3.6,12,SSD,512,AMD Radeon 530,2.2,9i720P,949.0
575,Dell,2 in 1 Convertible,11.6,1.0,4,SSD,128,Intel HD Graphics 615,1.39,M,603.0
576,Samsung,Notebook,15.6,2.8,16,SSD,128,Nvidia GeForce GTX 1050,2.5,i7,1699.0
577,Lenovo,Notebook,17.3,2.0,4,HDD,500,Intel HD Graphics 520,2.8,i3,529.0
578,Lenovo,Notebook,15.6,2.3,8,HDD,1000,Intel HD Graphics 520,2.29,i3,459.0
579,Lenovo,2 in 1 Convertible,13.3,2.7,8,SSD,512,Intel HD Graphics 620,1.37,i7,2025.0
580,Lenovo,Notebook,14.0,2.5,8,SSD,256,Intel HD Graphics 630,1.7,i5,1474.0
581,Dell,2 in 1 Convertible,12.5,2.5,8,SSD,256,Intel HD Graphics 620,1.34,i5,1670.0
582,Dell,Workstation,15.6,2.8,8,SSD,256,Nvidia Quadro M620,2.06,i7,1763.0
583,HP,Notebook,15.6,2.7,8,SSD,256,Intel HD Graphics 620,1.84,i7,1219.0
584,HP,Notebook,15.6,2.4,4,HDD,500,Intel HD Graphics 620,2.1,i3,668.48
585,Acer,Notebook,14.0,1.1,4,Flash Storage,32,Intel HD Graphics 500,1.6,Quad Core,329.0
586,MSI,Gaming,17.3,2.7,16,SSD,128,Nvidia GeForce GTX 970M,4.14,i7,2199.0
587,Dell,Notebook,15.6,2.0,4,HDD,1000,AMD Radeon R5 M420,2.18,i3,465.0
588,MSI,Gaming,15.6,2.8,16,SSD,256,Nvidia GeForce GTX 1060,1.8,i7,2299.0
589,Toshiba,Notebook,15.6,2.5,8,SSD,256,Intel HD Graphics 520,2.2,i7,1399.0
590,Lenovo,Notebook,15.6,2.5,6,HDD,1000,Intel HD Graphics 620,2.4,i5,564.0
591,Lenovo,2 in 1 Convertible,15.6,2.8,8,SSD,256,Intel HD Graphics 630,2,i7,1299.0
592,Acer,Notebook,14.0,1.6,4,Flash Storage,128,Intel HD Graphics 405,1.6,Quad Core,349.0
593,Lenovo,Notebook,15.6,3.1,32,SSD,1000,Nvidia Quadro M2200M,2.5,E3-1535M,2821.2
594,Dell,Gaming,15.6,2.6,16,HDD,1000,Nvidia GeForce GTX 960<U+039C>,2.59,i7,879.01
595,Dell,Notebook,15.6,2.0,4,HDD,1000,Intel HD Graphics 520,2.18,i3,443.9
596,Dell,Notebook,15.6,2.0,4,HDD,1000,Intel HD Graphics 520,2.25,i3,359.0
597,Dell,Notebook,15.6,2.6,4,HDD,500,Intel HD Graphics 620,1.93,i5,869.0
598,Asus,Gaming,17.3,2.8,8,SSD,128,Nvidia GeForce GTX 1050,3,i7,1168.0
599,Dell,Notebook,15.6,2.5,4,SSD,128,AMD Radeon R5 M420,2.18,i5,569.0
600,HP,Ultrabook,15.6,2.7,8,SSD,512,Intel HD Graphics 620,1.84,i7,1389.0
601,MSI,Gaming,15.6,2.8,16,SSD,256,Nvidia GeForce GTX 1070,2.94,i7,2267.86
602,Acer,2 in 1 Convertible,11.6,1.6,4,Flash Storage,32,Intel HD Graphics 400,1.25,Quad Core,379.0
603,HP,Notebook,14.0,2.6,8,SSD,256,Intel HD Graphics 620,2.31,i5,1124.0
604,Lenovo,Notebook,14.0,2.3,8,SSD,256,Intel HD Graphics 520,1.65,i5,1465.0
605,Dell,Notebook,15.6,1.6,4,HDD,1000,AMD Radeon 530,2.2,i5,776.0
606,Fujitsu,Notebook,15.6,2.5,8,SSD,256,Intel HD Graphics 620,2.2,i5,799.0
607,HP,Notebook,15.6,2.3,4,HDD,500,Intel HD Graphics 520,1.88,i5,932.0
608,Lenovo,Notebook,15.6,2.7,8,HDD,1000,Nvidia GeForce 920MX,2.2,i7,899.0
609,Mediacom,Notebook,14.0,1.44,2,Flash Storage,32,Intel HD Graphics,1.4,x5-Z8350,239.0
610,Lenovo,Notebook,15.6,2.5,4,SSD,128,Intel HD Graphics 620,2.2,i5,468.0
611,Asus,2 in 1 Convertible,13.3,2.5,6,HDD,1000,Intel HD Graphics 620,1.5,i5,639.01
612,Dell,Notebook,15.6,2.8,8,SSD,256,Nvidia GeForce GTX 1050,2,i7,1820.0
613,Asus,Ultrabook,14.0,2.7,16,SSD,512,Intel HD Graphics 620,1.1,i7,1900.0
614,Dell,Gaming,15.6,2.8,16,SSD,256,Nvidia GeForce GTX 1050Ti,2.62,i7,1479.0
615,Lenovo,Notebook,15.6,1.6,4,SSD,256,Intel UHD Graphics 620,1.8,i5,829.0
616,Lenovo,Notebook,15.6,2.0,4,HDD,1000,Nvidia GeForce 920MX,2.2,i3,579.0
617,Asus,Notebook,15.6,1.1,8,HDD,1000,Intel HD Graphics 500,2,Dual Core,399.0
618,Asus,Notebook,15.6,2.5,8,HDD,1000,Nvidia GeForce GTX 1050,1.99,i5,906.62
619,Dell,Ultrabook,13.3,1.6,8,SSD,256,Intel UHD Graphics 620,1.23,i5,1869.0
620,Lenovo,Notebook,14.0,1.6,2,Flash Storage,32,Intel HD Graphics 400,1.42,Dual Core,249.0
621,Lenovo,2 in 1 Convertible,13.3,2.7,8,SSD,256,Intel HD Graphics 620,1.37,i7,1757.42
622,Lenovo,Gaming,15.6,2.8,8,SSD,128,Nvidia GeForce GTX 1050M,2.5,i7,1109.0
623,HP,Notebook,17.0,3.0,8,HDD,1000,AMD Radeon R5,2.6,9420,520.9
624,Lenovo,Ultrabook,14.0,2.7,16,SSD,512,Intel HD Graphics 620,1.14,i7,2450.0
625,Asus,Gaming,15.6,2.8,8,HDD,1000,Nvidia GeForce GTX 1050Ti,2.5,i7,1169.0
626,Acer,Notebook,15.6,2.0,4,HDD,500,Intel HD Graphics 520,2.4,i3,450.0
627,Lenovo,Notebook,14.0,1.6,4,Flash Storage,32,Intel HD Graphics,1.43,Dual Core,274.0
628,Acer,Ultrabook,14.0,2.5,8,SSD,256,Intel Graphics 620,1.8,i5,919.0
629,Razer,Gaming,14.0,2.8,16,SSD,256,Nvidia GeForce GTX 1060,1.95,i7,2599.0
630,Toshiba,Notebook,13.3,2.3,8,SSD,256,Intel HD Graphics 520,1.2,i5,1213.0
631,Lenovo,Ultrabook,12.5,2.7,8,SSD,256,Intel HD Graphics 620,1.36,i7,1584.0
632,Asus,Gaming,17.3,2.7,32,SSD,512,Nvidia GeForce GTX 1080,3.8,i7,2799.0
633,Acer,Gaming,15.6,2.5,8,HDD,1000,Nvidia GeForce GTX 1050,2.4,i5,709.0
634,Dell,Ultrabook,13.3,1.6,8,SSD,256,Intel UHD Graphics 620,1.2,i5,1449.9
635,MSI,Gaming,15.6,2.8,8,SSD,128,Nvidia GeForce GTX 1050Ti,2.2,i7,1191.8
636,HP,Notebook,15.6,2.0,4,HDD,500,Intel HD Graphics 520,1.86,i3,364.9
637,Toshiba,Notebook,15.6,2.5,8,HDD,500,Intel HD Graphics 620,2.0,i5,1064.0
638,Dell,Notebook,15.6,1.8,8,SSD,256,AMD Radeon 530,2.2,i7,919.0
639,Dell,Notebook,15.6,1.8,16,SSD,256,AMD Radeon 530,2.2,i7,1135.0
640,Lenovo,Gaming,15.6,2.6,8,SSD,128,Nvidia GeForce GTX 960,3.31,i7,1196.0
641,Dell,Notebook,14.0,2.4,8,SSD,256,Intel HD Graphics 520,1.56,i5,1229.0
642,Lenovo,Notebook,15.6,1.1,4,HDD,500,Intel HD Graphics 500,2.2,Dual Core,419.0
643,Lenovo,Notebook,15.6,2.3,4,HDD,500,Intel HD Graphics 520,2.2,i5,535.0
644,HP,Notebook,15.6,2.0,6,HDD,1000,AMD Radeon R5 M430,2.04,i3,539.0
645,MSI,Gaming,17.3,2.8,8,SSD,128,Nvidia GeForce GTX 1060,2.7,i7,1486.77
646,Toshiba,Notebook,15.6,2.1,4,SSD,128,Intel HD Graphics 520,2.1,i3,498.0
647,Dell,Notebook,15.6,2.5,8,HDD,1000,Intel HD Graphics 620,2.06,i5,955.0
648,HP,Notebook,15.6,2.7,8,HDD,1000,AMD Radeon 530,2.1,i7,745.0
649,Toshiba,Notebook,15.6,2.5,8,SSD,256,Intel HD Graphics 620,2.0,i5,1258.0
650,Acer,Notebook,15.6,2.0,4,SSD,128,Intel HD Graphics 520,2.1,i3,412.0
651,Microsoft,Ultrabook,13.5,2.8,8,SSD,256,Intel Iris Plus Graphics 640,1.252,i7,1867.85
652,Lenovo,Notebook,15.6,2.5,8,SSD,128,AMD Radeon R5 M430,1.90,i5,817.95
653,Lenovo,2 in 1 Convertible,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.3,i5,1034.0
654,Lenovo,Notebook,15.6,2.2,4,SSD,128,AMD Radeon R2,2.2,E2-9000,349.0
655,HP,2 in 1 Convertible,14.0,2.4,4,SSD,128,Nvidia GeForce 940MX,1.63,i3,699.0
656,MSI,Gaming,15.6,2.8,16,SSD,256,Nvidia GeForce GTX 1050,2.4,i7,1294.0
657,Asus,Ultrabook,14.0,2.5,8,SSD,256,Intel HD Graphics 620,1.1,i5,1135.0
658,HP,2 in 1 Convertible,11.6,1.1,8,Flash Storage,64,Intel HD Graphics 500,1.4,Dual Core,495.0
659,LG,Ultrabook,15.6,1.8,8,SSD,512,Intel HD Graphics 620,1.09,i7,2299.0
660,MSI,Gaming,15.6,2.5,8,SSD,256,Nvidia GeForce GTX 1050,2.2,i5,997.9
661,Asus,Notebook,15.6,1.1,4,SSD,128,Intel HD Graphics 500,1.86,Dual Core,419.0
662,HP,Notebook,17.3,2.0,4,SSD,256,AMD Radeon R5 520,2.5,i3,699.0
663,Lenovo,2 in 1 Convertible,13.3,1.8,8,SSD,512,Intel UHD Graphics 620,1.19,i7,1499.0
664,HP,Notebook,15.6,2.5,4,HDD,500,AMD Radeon 520,1.86,i5,612.61
665,Dell,Notebook,15.6,2.0,4,HDD,1000,AMD Radeon R5 M430,2.2,i3,545.67
666,HP,Notebook,17.3,2.4,6,HDD,2000,AMD Radeon R7 M440,2.65,9600P,569.0
667,Lenovo,Notebook,15.6,1.6,4,HDD,500,Intel HD Graphics 510,2.1,Dual Core,318.0
668,Acer,Notebook,14.0,1.6,4,Flash Storage,32,Intel HD Graphics 510,1.45,Dual Core,375.0
669,Lenovo,Notebook,14.0,2.5,4,SSD,256,Intel HD Graphics 620,1.7,i5,699.0
670,HP,Workstation,17.3,2.8,8,HDD,500,Nvidia Quadro M1200,3.14,i7,1907.99
671,Lenovo,2 in 1 Convertible,14.0,2.7,8,SSD,256,Intel HD Graphics 620,1.42,i7,2590.0
672,Toshiba,Notebook,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.5,i5,973.0
673,Acer,Netbook,11.6,1.6,4,Flash Storage,32,Intel HD Graphics,1.4,Dual Core,269.0
674,Lenovo,2 in 1 Convertible,14.0,2.7,16,SSD,512,Intel HD Graphics 620,1.38,i7,1749.0
675,Asus,2 in 1 Convertible,12.5,0.9,4,Flash Storage,64,Intel HD Graphics 515,1.2,M,669.0
676,Toshiba,Ultrabook,13.3,2.5,16,SSD,512,Intel HD Graphics 520,1.36,i7,1877.0
677,HP,Notebook,15.6,2.7,4,HDD,500,AMD Radeon 530,2.1,i7,689.0
678,Dell,Gaming,15.6,2.5,8,HDD,1000,Nvidia GeForce GTX 1050,2.56,i5,819.0
679,Lenovo,Notebook,15.6,2.9,4,SSD,256,AMD Radeon 530,2.2,9420,399.0
680,Lenovo,Notebook,15.6,3.6,8,HDD,1000,AMD Radeon R7,2.2,9i720P,429.0
681,Lenovo,Notebook,15.6,2.5,4,HDD,1000,Intel HD Graphics 620,2.1,i5,621.45
682,Lenovo,Notebook,15.6,2.0,4,HDD,500,Intel HD Graphics 520,1.90,i3,450.0
683,Dell,Notebook,15.6,2.5,8,SSD,256,Intel HD Graphics 620,2.18,i5,795.0
684,Acer,2 in 1 Convertible,13.3,1.6,8,SSD,256,Intel UHD Graphics 620,1.6,i5,999.0
685,Lenovo,Workstation,15.6,2.5,16,SSD,512,Nvidia Quadro M520M,2.18,i7,1855.0
686,Lenovo,Notebook,14.0,2.3,8,SSD,256,Intel HD Graphics 520,1.8,i5,1191.0
687,HP,Notebook,17.3,2.5,6,HDD,2000,AMD Radeon 530,2.71,9620P,655.01
688,Lenovo,Gaming,15.6,2.8,8,SSD,128,Nvidia GeForce GTX 1050Ti,2.5,i7,1249.0
689,Dell,Notebook,14.0,2.8,8,SSD,256,Nvidia GeForce 930MX,1.64,i5,1089.0
690,Dell,Notebook,15.6,2.5,8,HDD,1000,Intel HD Graphics 620,1.98,i5,726.0
691,Asus,Notebook,14.0,1.1,4,Flash Storage,32,Intel HD Graphics 500,1.5,Dual Core,298.0
692,Dell,Notebook,15.6,2.6,16,SSD,512,Intel HD Graphics 620,1.93,i5,1426.66
693,Lenovo,Notebook,14.0,2.5,8,SSD,256,Nvidia GeForce 920MX,1.87,i5,857.07
694,Dell,Notebook,15.6,2.6,8,SSD,256,Intel HD Graphics 620,1.9,i5,1179.0
695,Lenovo,Notebook,15.6,2.0,4,HDD,500,AMD Radeon R4,2.19,i7310,298.0
696,Mediacom,Notebook,14.0,1.92,4,HDD,32,Intel HD Graphics 400,1.4,Z8350,265.0
697,HP,Notebook,17.3,2.7,8,SSD,256,Nvidia GeForce 930MX,2.63,i7,1200.0
698,Lenovo,Ultrabook,14.0,2.5,8,SSD,512,Intel HD Graphics 520,1.17,i7,1686.64
699,HP,2 in 1 Convertible,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.58,i5,836.6
700,Lenovo,Ultrabook,14.0,2.5,8,SSD,256,Intel HD Graphics 620,1.32,i5,1499.0
701,MSI,Gaming,17.3,2.8,8,SSD,128,Nvidia GeForce GTX 1050Ti,2.7,i7,1348.48
702,Lenovo,Notebook,15.6,2.5,4,HDD,1000,Intel HD Graphics 620,1.9,i5,489.9
703,Dell,Notebook,15.6,1.6,8,SSD,128,AMD Radeon 530,2.2,i5,719.0
704,Dell,2 in 1 Convertible,13.3,2.4,4,HDD,1000,Intel HD Graphics 620,1.71,i3,649.0
705,Dell,Notebook,15.6,2.5,8,HDD,1000,AMD Radeon R7 M445,2.32,i5,589.52
706,HP,Notebook,15.6,3.0,4,HDD,1000,AMD Radeon 520,2.1,9420,489.0
707,Dell,Notebook,15.6,2.5,12,HDD,1000,Intel HD Graphics 620,2.25,i5,649.0
708,HP,Notebook,15.6,3.0,6,SSD,128,AMD Radeon 520,2.1,A9-9420,650.0
709,Acer,Notebook,15.6,2.5,4,HDD,500,Intel HD Graphics 620,2.4,i5,559.0
710,Lenovo,Notebook,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.44,i5,960.0
711,Lenovo,Notebook,15.6,2.7,4,HDD,1000,Intel HD Graphics 620,1.85,i7,779.0
712,HP,Workstation,15.6,2.8,16,SSD,256,Nvidia Quadro M2200,2.6,i7,2419.0
713,Dell,2 in 1 Convertible,13.3,1.6,8,HDD,1000,Intel UHD Graphics 620,1.55,i5,659.0
714,MSI,Gaming,15.6,2.8,16,SSD,256,Nvidia GeForce GTX 1060,1.8,i7,2094.48
715,Acer,Notebook,15.6,2.0,4,HDD,500,Intel HD Graphics 520,2.4,i3,410.8
716,Dell,Notebook,15.6,2.7,8,SSD,128,Nvidia GeForce 940MX,2.0,i7,1207.0
717,Dell,Notebook,15.6,2.0,8,SSD,256,Intel HD Graphics 520,2,i3,665.0
718,Toshiba,Notebook,14.0,2.5,8,SSD,256,Intel HD Graphics 620,1.25,i5,1535.0
719,Lenovo,2 in 1 Convertible,14.0,2.5,8,SSD,256,Intel HD Graphics 620,1.7,i5,999.0
720,Lenovo,Workstation,15.6,2.8,16,SSD,1000,Nvidia Quadro M520M,2.5,i7,2821.2
721,Acer,Notebook,14.0,1.6,2,Flash Storage,32,Intel HD Graphics 400,1.68,Dual Core,330.0
722,Samsung,Ultrabook,13.3,2.7,16,SSD,256,Intel HD Graphics 620,0.81,i7,1649.0
723,HP,Notebook,15.6,2.0,8,SSD,256,Intel HD Graphics 520,1.86,i3,539.0
724,Dell,Notebook,14.0,2.5,8,SSD,256,Intel HD Graphics 620,1.6,i5,1126.71
725,Lenovo,Netbook,11.6,1.6,4,SSD,128,Intel HD Graphics 400,1.4,Dual Core,475.0
726,HP,Notebook,15.6,2.4,8,SSD,256,Intel HD Graphics 520,1.84,i5,1900.0
727,Asus,Notebook,15.6,2.3,4,HDD,1000,Nvidia GeForce GTX 950M,2.45,i5,579.0
728,Lenovo,Ultrabook,14.0,2.3,4,SSD,180,Intel HD Graphics 520,1.7,i5,1096.0
729,Asus,Notebook,15.6,2.7,4,SSD,256,Intel HD Graphics 620,2.37,i7,849.9
730,Lenovo,2 in 1 Convertible,13.3,1.8,8,SSD,256,Intel HD Graphics 540,1.3,i5,1199.0
731,HP,Notebook,15.6,2.5,8,SSD,128,Nvidia GeForce GTX 1050,2.2,i5,1099.0
732,HP,Workstation,15.6,2.6,8,SSD,256,Nvidia Quadro M1000M,2.59,i7,1561.0
733,Acer,Notebook,15.6,2.5,4,SSD,256,Intel HD Graphics 620,2.1,i5,599.0
734,Lenovo,Gaming,15.6,2.8,8,SSD,128,Nvidia GeForce GTX 1050,2.5,i7,1048.0
735,Dell,Ultrabook,12.5,2.8,16,SSD,256,Intel HD Graphics 620,1.18,i7,1859.0
736,Google,Ultrabook,12.3,1.2,8,SSD,256,Intel HD Graphics 615,1.1,i5,1559.0
737,Asus,Ultrabook,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.2,i5,1129.0
738,Dell,Notebook,13.3,2.0,4,HDD,500,Intel HD Graphics 520,1.65,i3,849.0
739,Acer,Notebook,13.3,2.3,4,SSD,128,Intel HD Graphics 520,1.6,i5,655.0
740,Asus,Notebook,17.3,1.1,4,HDD,1000,Nvidia GeForce 920MX,2.8,Quad Core,470.34
741,Dell,Gaming,15.6,2.6,16,SSD,128,Nvidia GeForce GTX 960M,2.72,i7,1099.0
742,Samsung,Ultrabook,13.3,2.7,8,SSD,256,Intel HD Graphics 620,1.31,i7,1599.0
743,Acer,Notebook,15.6,1.1,4,HDD,1000,Intel HD Graphics 505,2.1,Quad Core,298.0
744,Dell,Notebook,15.6,2.7,16,SSD,256,AMD Radeon R7 M445,2.3,i7,1181.27
745,Samsung,2 in 1 Convertible,15.0,2.7,16,SSD,256,AMD Radeon 540,1.71,i7,1799.0
746,Toshiba,Notebook,14.0,2.3,4,SSD,128,Intel HD Graphics 520,1.75,i5,1020.0
747,Dell,Gaming,15.6,2.8,8,HDD,1000,Nvidia GeForce GTX 1050,2.62,i7,1099.0
748,HP,Ultrabook,12.5,2.3,4,SSD,256,Intel HD Graphics 520,1.26,i5,1244.0
749,Asus,2 in 1 Convertible,15.6,2.7,12,HDD,2000,Nvidia GeForce 940MX,2.3,i7,839.0
750,Lenovo,Notebook,15.6,2.7,16,SSD,512,Nvidia Quadro M2000M,2.5,i7,2370.0
751,Acer,Notebook,14.0,2.4,4,SSD,128,Intel HD Graphics 620,1.8,i3,636.0
752,Razer,Gaming,14.0,2.8,16,SSD,512,Nvidia GeForce GTX 1060,1.95,i7,2821.2
753,Asus,Notebook,15.6,1.1,8,SSD,128,Intel HD Graphics 505,2,Dual Core,581.9
754,Asus,Gaming,17.3,2.6,16,SSD,256,Nvidia GeForce GTX 1070,4.3,i7,2350.0
755,Toshiba,Ultrabook,14.0,2.6,16,SSD,512,Nvidia GeForce 930M,1.47,i7,1764.0
756,Lenovo,Notebook,15.6,1.6,8,HDD,1000,Intel HD Graphics 405,2.2,Quad Core,329.0
757,Lenovo,Ultrabook,14.0,2.7,16,SSD,512,Intel HD Graphics 620,1.7,i7,2299.0
758,MSI,Gaming,14.0,2.8,16,SSD,256,Nvidia GeForce GTX 1060,1.6,i7,1891.0
759,MSI,Gaming,15.6,2.5,8,SSD,128,Nvidia GeForce GTX 1050,2.2,i5,1089.0
760,Lenovo,Gaming,15.6,2.8,4,HDD,1000,Nvidia GeForce GTX 1050,2.4,i7,999.0
761,Dell,Gaming,15.6,2.5,8,SSD,256,Nvidia GeForce GTX 1050,2.62,i5,985.0
762,Asus,Gaming,15.6,2.8,8,SSD,128,Nvidia GeForce GTX1060,2.24,i7,1339.0
763,Vero,Notebook,14.0,1.1,4,Flash Storage,32,Intel HD Graphics 500,1.22,Dual Core,202.9
764,Lenovo,2 in 1 Convertible,13.3,2.7,8,SSD,512,Intel HD Graphics 620,1.37,i7,1970.0
765,Lenovo,2 in 1 Convertible,15.6,2.5,8,SSD,256,AMD Radeon R7 M460,2.08,i5,959.0
766,Apple,Ultrabook,12.0,1.2,8,Flash Storage,512,Intel HD Graphics 5300,0.920,M,1165.0
767,Lenovo,2 in 1 Convertible,14.0,2.5,8,SSD,256,Intel HD Graphics 620,1.42,i5,2330.0
768,Asus,Notebook,14.0,1.1,4,Flash Storage,32,Intel HD Graphics 500,1.63,Dual Core,299.0
769,Dell,Notebook,15.6,2.5,8,SSD,128,Intel HD Graphics 620,1.95,i5,810.0
770,Lenovo,2 in 1 Convertible,13.9,2.7,8,SSD,256,Intel HD Graphics 620,1.38,i7,1349.0
771,Dell,Notebook,15.6,2.0,8,SSD,256,AMD Radeon R5 M420X,2,i3,739.0
772,HP,Workstation,15.6,2.8,8,SSD,256,Nvidia Quadro M2200,3.14,i7,2064.9
773,Asus,Notebook,15.6,2.5,8,SSD,256,Intel HD Graphics 620,2.37,i5,1099.0
774,Dell,Ultrabook,13.3,2.5,8,SSD,256,Intel HD Graphics 620,1.29,i5,1499.0
775,Dell,Notebook,15.6,2.5,8,SSD,256,Nvidia GeForce GTX 1050,2.06,i5,1749.0
776,Dell,Netbook,11.6,1.1,4,SSD,128,Intel HD Graphics 505,1.63,Quad Core,744.0
777,HP,Netbook,12.5,2.6,8,SSD,256,Intel HD Graphics 620,1.26,i5,1389.0
778,Toshiba,Notebook,15.6,2.3,4,HDD,500,Intel HD Graphics 520,2.1,i5,780.0
779,HP,Notebook,15.6,2.5,8,HDD,2000,AMD Radeon R7,2.04,9i700P,629.0
780,Dell,Gaming,15.6,2.8,16,SSD,512,Nvidia GeForce GTX 1050Ti,2.62,i7,1679.0
781,Lenovo,Notebook,15.6,2.5,4,HDD,1000,Nvidia GeForce 920M,2.4,i5,609.0
782,HP,Gaming,17.3,2.8,12,HDD,1000,AMD Radeon RX 580,3.74,i7,1749.0
